FID,ogc_fid,bld_pid,dt_create,dt_mod,capt_date,bld_rv_dt,bld_src,qual_class,loc_pid,state,add_count,sp_adj,sp_rv_dt,solar_p,solp_rv_dt,plan_zone,roof_hgt,eave_hgt,grd_elev,grd_el_src,pr_rf_mat,roof_type,roof_clr,mb_code,num_vert,area,volume,bld_gm_qlt,cntrd_long,cntrd_lat,est_lev,roof_shape,tree_overh,wkb_geometry
geoscape_melbourne_buildings_jun22.3417607,3417607,bld9c63b1180be4,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,428,No,2021-04-04,Yes,2021-04-04,Special Use,71.26,71.26,17.85,5m,Flat Concrete,Flat,#C3BCAA,20393110000,22,3641.99,133976.03,,144.96797,-37.81138,23,Flat,Yes,"POLYGON ((-37.811600134 144.96769853400002, -37.811593257000006 144.967721952, -37.811524257 144.96768977800002, -37.811526564000005 144.96768192300001, -37.81122202 144.96753988, -37.81121893 144.967550404, -37.811179974000005 144.967683112, -37.811134335000006 144.967838562, -37.811115057 144.967904234, -37.811093625000005 144.96797724700002, -37.811078849000005 144.96802756300002, -37.811030257000006 144.96819309, -37.811166095000004 144.96825645200002, -37.811175627000004 144.968223977, -37.811428314000004 144.96834184000002, -37.811426238 144.968348928, -37.811564237 144.9684133, -37.81166538 144.968068789, -37.811645929 144.968059713, -37.811726796 144.967784241, -37.811705265 144.9677742, -37.811712142000005 144.96775077, -37.811600134 144.96769853400002))"
geoscape_melbourne_buildings_jun22.3417614,3417614,bld5e3cc8e6d227,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,113,No,2021-04-04,Yes,2021-04-04,Special Use,45.67,45.67,15.08,5m,Flat Concrete,Moderate pitch or complexity,#EFEFDF,20399891000,45,3344.69,95639.52,,144.96078,-37.80984,15,Hipped,Yes,"POLYGON ((-37.810128433 144.96109061500002, -37.810211221 144.96112792300002, -37.810212885000006 144.96112205, -37.810218399 144.96112454500002, -37.810219723 144.961119852, -37.810221667 144.96112073, -37.810223493 144.961120555, -37.810225309 144.9611203, -37.810227115 144.961119966, -37.810228919000004 144.961119553, -37.810230704000006 144.961119061, -37.810232479 144.96111850100002, -37.810234234 144.961117851, -37.81023597 144.96111713300002, -37.810237686 144.961116336, -37.810239383 144.96111547200002, -37.810241052 144.961114528, -37.810242693 144.961113506, -37.810244305000005 144.961112417, -37.810245889 144.96111126, -37.810247445 144.961110036, -37.810248954 144.96110874500002, -37.810250436000004 144.961107387, -37.810251871000006 144.961105973, -37.810253279 144.961104492, -37.810254640000004 144.96110294300001, -37.810255955 144.96110134, -37.810257223 144.961099681, -37.810258447 144.961097977, -37.810259624000004 144.961096207, -37.810260755 144.961094392, -37.810270514 144.961060002, -37.810299289 144.960958548, -37.810341772 144.960808794, -37.809789665000004 144.960559972, -37.809735333 144.96053548900002, -37.809471018 144.96041637300002, -37.809378001 144.96074429200002, -37.809383196 144.960746625, -37.809367467 144.96080208, -37.809680918000005 144.960943335, -37.80969545 144.960892116, -37.809774932 144.96092793600002, -37.809776087 144.960923849, -37.810130437000005 144.96108354, -37.810128433 144.96109061500002))"
geoscape_melbourne_buildings_jun22.3417640,3417640,blde2f27a85a7a0,2020-06-30,2022-03-26,2019-02-01,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,5,No,2021-04-04,Yes,2021-04-04,Residential,9.25,9.25,34.2,5m,Flat Concrete,Steep pitch or high complexity,#CDD1CC,20400972000,15,366.93,3466.18,,144.96642,-37.80739,2,Hipped,No,"POLYGON ((-37.807508579 144.966508132, -37.807506052 144.966476102, -37.807494282 144.966326823, -37.807491789000004 144.966295167, -37.807451042000004 144.966301692, -37.807454228000005 144.966333249, -37.807442329000004 144.966335154, -37.807295627 144.966358659, -37.807264802 144.966363605, -37.807279807 144.96651236300002, -37.807310524 144.966507443, -37.807451502 144.966484845, -37.807469233 144.966482008, -37.807474332000005 144.966532538, -37.807503459 144.966527866, -37.807508579 144.966508132))"
geoscape_melbourne_buildings_jun22.3417645,3417645,bldd3d046788cc7,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,6,No,2021-04-04,Yes,2021-04-04,Community Use,26.58,26.58,25.26,5m,Flat Concrete,Flat,#2C2E22,20401330000,29,1673.84,38148.73,,144.96445,-37.809,8,Flat,Yes,"POLYGON ((-37.808884533000004 144.964384821, -37.808805734 144.96434886600002, -37.808750171 144.964323517, -37.808659782 144.96428228000002, -37.808611756000005 144.96444946900002, -37.808701908 144.96449059900002, -37.808715432 144.964443498, -37.808758705 144.964463244, -37.808745182 144.964510345, -37.808836515 144.96455202200002, -37.808937214000004 144.964597962, -37.808978634 144.964616862, -37.809195246 144.964715697, -37.809266061 144.96446912000002, -37.809274366000004 144.96444023400002, -37.809281779 144.96444362, -37.809299459 144.964382081, -37.809292038 144.964378696, -37.809299960000004 144.96435109200002, -37.809016466 144.964221745, -37.808998200000005 144.96428534400002, -37.808982568000005 144.964339773, -37.808974575 144.96433613000002, -37.808951777000004 144.96441550600002, -37.808884533000004 144.964384821), (-37.809055144000006 144.96445317200002, -37.809063152 144.96442529400002, -37.809075528 144.96438218900002, -37.809091869 144.964389645, -37.809071477 144.964460629, -37.809055144000006 144.96445317200002))"
geoscape_melbourne_buildings_jun22.3417679,3417679,bld1f4418c996b5,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,125,No,2021-04-04,Yes,2021-04-04,Special Use,31.3,31.3,11.46,5m,Flat Concrete,Moderate pitch or complexity,#D0CCB7,20631945350,19,1419.52,43329.51,,144.96361,-37.81235,10,Hipped,No,"POLYGON ((-37.812764545 144.963514287, -37.812468518 144.963376229, -37.812458501 144.96341035400002, -37.812375128 144.96337146800002, -37.812346873 144.96346771900002, -37.812220610000004 144.96340883800002, -37.812099014000005 144.963823108, -37.812209025 144.963874416, -37.812147937 144.964082547, -37.812164181 144.964090132, -37.812228784000006 144.963870034, -37.812229030000005 144.963869175, -37.812309978 144.963906936, -37.812311686 144.963907729, -37.812359838 144.963743697, -37.812429529 144.96350626100002, -37.81243718 144.963480197, -37.812437907 144.963480529, -37.812733933000004 144.963618588, -37.812764545 144.963514287))"
geoscape_melbourne_buildings_jun22.3417681,3417681,bldc53d46f3e1b9,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,99,No,2021-04-04,Yes,2021-04-04,Special Use,27.57,27.57,16.85,5m,Flat Concrete,Flat,#D8DCC6,20398390000,16,1610.29,35666.71,,144.96005,-37.80914,8,Flat,Yes,"POLYGON ((-37.80941394 144.959974829, -37.809128693000005 144.959841275, -37.809107091 144.959914588, -37.808910746 144.95982266000001, -37.808861473 144.959989853, -37.808915813000006 144.9600153, -37.808888644 144.960111063, -37.808892522 144.96011281900002, -37.808964221000004 144.96014512600001, -37.809030088 144.960174811, -37.80904334 144.96018078400002, -37.809039084000005 144.96019577, -37.809096596 144.960221686, -37.809152799 144.960247014, -37.809312518000006 144.96031899500002, -37.809340078000005 144.960225481, -37.80941394 144.959974829))"
geoscape_melbourne_buildings_jun22.3417692,3417692,bld7401442df19c,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,0,No,2021-04-04,Yes,2021-04-04,Special Use,23.04,23.04,23.86,5m,Metal,Steep pitch or high complexity,#DCDCDC,20664550000,21,162.53,2983.43,,144.96492,-37.80967,7,Hipped,No,"POLYGON ((-37.809800206000006 144.96488621, -37.80976814 144.964871461, -37.809760709 144.964868042, -37.809745839 144.964861203, -37.809740070000004 144.964858544, -37.809715825000005 144.964847397, -37.809710747000004 144.96484506000002, -37.809690790000005 144.96483587400002, -37.809653405 144.96485496100001, -37.809643957000006 144.96488759300001, -37.809642793 144.964891634, -37.809634824 144.964919159, -37.809633055 144.964925251, -37.809625997000005 144.964949628, -37.809624194 144.96495584500002, -37.809610212 144.965004117, -37.809544535 144.96497390000002, -37.809534126 144.965009841, -37.809613148000004 144.96504620000002, -37.809623548000005 144.96501026, -37.809629994000005 144.96498800100002, -37.809800206000006 144.96488621))"
geoscape_melbourne_buildings_jun22.3417694,3417694,bld0ad6ac8fe49b,2020-06-30,2022-03-26,2017-01-06,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,14,No,2021-04-04,Yes,2021-04-04,Recreational/Open Space,7.25,7.25,26.01,5m,Metal,Moderate pitch or complexity,#E6E8D8,20398202000,12,1003.36,8188.27,,144.95678,-37.80786,2,Hipped,No,"POLYGON ((-37.807923948 144.956778439, -37.807920483000004 144.95674752600002, -37.807931201 144.956745618, -37.807912294000005 144.95657684, -37.807873007000005 144.95658383, -37.807819882000004 144.95610967000002, -37.807751100000004 144.95612191400002, -37.807874526 144.957223475, -37.807885019000004 144.957317155, -37.807902815000006 144.957476035, -37.807971597000005 144.957463792, -37.807895379 144.95678352000002, -37.807923948 144.956778439))"
geoscape_melbourne_buildings_jun22.3417833,3417833,bld7d992fdda46f,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,33,No,2021-04-04,Yes,2021-04-04,Special Use,26.93,26.93,20.5,5m,Flat Concrete,Flat,#7C8891,20395892000,30,3818.34,62219.18,,144.95918,-37.80766,8,Flat,No,"POLYGON ((-37.807797967 144.95953829500002, -37.807847047 144.959365283, -37.807861027 144.959316, -37.807900892 144.959175455, -37.807903423 144.95916653700002, -37.807857183 144.95914570600002, -37.807899469000006 144.958996632, -37.80790649 144.95899980000002, -37.807944359000004 144.958866295, -37.807933506000005 144.95886140300001, -37.807944521 144.958822583, -37.807563583000004 144.95865091800002, -37.807484388 144.958930119, -37.807500328 144.958937302, -37.80749119 144.958969516, -37.807475141000005 144.958962291, -37.807380114000004 144.959297289, -37.807493566000005 144.95934841300001, -37.807480309 144.95939514300002, -37.807456621 144.95938447100002, -37.807426862 144.959489402, -37.807401035000005 144.95958044600002, -37.807398173 144.95959053200002, -37.807617447000005 144.95968933400002, -37.80762261 144.959671109, -37.807639655 144.95961102, -37.807748094000004 144.959659886, -37.807744017000005 144.959674242, -37.807803436 144.95970101400002, -37.807843743 144.959558923, -37.807797967 144.95953829500002))"
geoscape_melbourne_buildings_jun22.3417834,3417834,bldcd038ce6d26d,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,Yes,2021-04-04,Special Use,7.83,6.74,24.91,5m,Metal,Steep pitch or high complexity,#DBD4B6,20398201000,13,934.07,7301.83,,144.95723,-37.8067,2,Gabled,No,"POLYGON ((-37.806815033 144.95792086, -37.806694778 144.956838569, -37.806690038 144.956795959, -37.806687528000005 144.956773357, -37.80666446 144.95656573800002, -37.806600645 144.956577004, -37.806623938 144.95678667200002, -37.806634103 144.95687811000002, -37.806652002 144.9570392, -37.806594242 144.95704939, -37.806608188000006 144.957174844, -37.806665939000005 144.957164643, -37.806751218 144.957932125, -37.806815033 144.95792086))"
geoscape_melbourne_buildings_jun22.3417697,3417697,bld4216e40cbf58,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,683,No,2021-04-04,Yes,2021-04-04,Special Use,203.57,201.87,17.05,5m,Flat Concrete,Moderate pitch or complexity,#2D3639,20399891000,230,1027.16,203764.41,,144.9598,-37.80988,68,Hipped,Yes,"POLYGON ((-37.810082001000005 144.95973926000002, -37.810081992 144.959738216, -37.810081965 144.959737171, -37.810081893 144.95973614000002, -37.810081803 144.95973509700002, -37.810081677 144.959734067, -37.810081533 144.959733037, -37.810081353 144.95973202000002, -37.810081146 144.95973101500002, -37.810080912000004 144.95973001000002, -37.810080643 144.95972901800002, -37.810080356 144.959728038, -37.810080042 144.959727081, -37.810079701 144.959726125, -37.810079324 144.959725192, -37.81007893 144.959724283, -37.810078508000004 144.959723375, -37.81007807 144.95972250100002, -37.810077604 144.959721639, -37.810077112 144.959720801, -37.810076593000005 144.959719986, -37.810076057 144.959719183, -37.810075494 144.959718414, -37.810074922000005 144.959717669, -37.810074315 144.95971695900002, -37.810073699 144.95971626000002, -37.810073057000004 144.959715596, -37.810072406 144.959714967, -37.810071729 144.959714361, -37.810071043 144.959713778, -37.81007033 144.95971322900002, -37.810069609 144.959712715, -37.81006888 144.959712235, -37.810068133 144.959711779, -37.810067378 144.959711368, -37.810066605 144.95971098, -37.810065825 144.95971063800002, -37.810065035 144.959710319, -37.810064237 144.959710035, -37.810063431 144.959709796, -37.810062625 144.95970957900002, -37.810061802 144.959709409, -37.810060989 144.959709272, -37.810060158 144.95970917, -37.810059336 144.959709102, -37.810058507 144.95970907900002, -37.810057678 144.959709091, -37.810001996000004 144.95970086600002, -37.80998928 144.959698763, -37.809976627000005 144.959696124, -37.809964055 144.95969296, -37.809951564 144.95968927200002, -37.809939189000005 144.959685046, -37.809926924 144.959680318, -37.809914793000004 144.95967506300002, -37.809902807 144.959669316, -37.809890983 144.959663053, -37.809879331000005 144.959656309, -37.809867869 144.959649071, -37.809856597 144.95964135, -37.809845542000005 144.95963317000002, -37.809834704000004 144.959624517, -37.809824102 144.95961542700002, -37.809813744 144.959605887, -37.809803649 144.959595919, -37.809802416000004 144.959594976, -37.809801148000005 144.95959408000002, -37.809799863 144.95959325200002, -37.809798561 144.95959247000002, -37.809797233000005 144.959591745, -37.809795878 144.95959107800002, -37.809794516000004 144.95959046800002, -37.809793137 144.959589927, -37.809791741000005 144.959589443, -37.809790336 144.959589016, -37.809788915000006 144.95958864600001, -37.809787495 144.959588344, -37.809786058 144.95958810000002, -37.809784622 144.959587924, -37.809783178 144.95958780400002, -37.809781726000004 144.95958775300002, -37.809780285 144.95958775900002, -37.809778835 144.959587833, -37.809777395000005 144.959587964, -37.809775957 144.95958816200002, -37.809774529 144.959588429, -37.809773101000005 144.959588741, -37.809771684000005 144.95958913200002, -37.809770286 144.959589568, -37.809768889000004 144.959590072, -37.80976752 144.95959063200002, -37.809766161 144.95959126, -37.809764812000004 144.959591945, -37.809763491000005 144.95959267400002, -37.809762189000004 144.959593482, -37.809760915000005 144.95959432400002, -37.809759660000005 144.95959523300002, -37.809758424 144.959596198, -37.809757225000006 144.95959720800002, -37.809756054000005 144.959598274, -37.809754902 144.95959938500002, -37.809753795 144.95960055100002, -37.809752708000005 144.959601763, -37.809751666000004 144.959603018, -37.809750652000005 144.959604318, -37.809749675 144.95960566300002, -37.809748735 144.959607052, -37.809725617000005 144.95968854, -37.809687235000006 144.959819563, -37.809686916000004 144.95982036700002, -37.809686624 144.959821193, -37.80968635 144.95982203, -37.809686103000004 144.95982287700002, -37.809685875 144.95982372400002, -37.809685673000004 144.959824593, -37.80968549 144.959825461, -37.809685334 144.95982634, -37.809685205 144.95982723, -37.809685095 144.959828119, -37.809685011 144.95982901800002, -37.809684954000005 144.959829917, -37.809684916 144.959830815, -37.809684905000005 144.959831713, -37.80968492 144.959832621, -37.809684963 144.959833518, -37.809685023 144.959834413, -37.809685111 144.959835308, -37.809685226 144.95983620200002, -37.809685358 144.959837096, -37.809685518 144.959837966, -37.809685704 144.95983883600002, -37.809685908000006 144.959839705, -37.809686139 144.959840562, -37.809686388 144.959841395, -37.809686673 144.959842228, -37.809686966 144.959843049, -37.809687287 144.959843858, -37.809687634 144.959844655, -37.809687999000005 144.959845429, -37.809688382000004 144.959846191, -37.809688782 144.959846929, -37.809689209000005 144.95984765600002, -37.809689654 144.959848359, -37.809690116000006 144.95984905100002, -37.809719068 144.959871267, -37.809780708000005 144.95991857200002, -37.809786702000004 144.959924314, -37.809792843000004 144.95992979000002, -37.809799134 144.95993500100002, -37.809805563000005 144.959939924, -37.809812132000005 144.95994457100002, -37.809818813 144.95994893, -37.809825616000005 144.95995299100002, -37.80983253 144.95995675400002, -37.809839538000006 144.95996020700002, -37.809846639 144.959963351, -37.809853817000004 144.959966186, -37.809861079 144.959968712, -37.809868398 144.959970908, -37.809875396 144.959972703, -37.809882442 144.95997420100002, -37.809889519 144.959975415, -37.809896627 144.95997633300001, -37.810000290000005 144.959991449, -37.810000997 144.959991679, -37.810001712 144.959991887, -37.810002427 144.95999206000002, -37.810003151000004 144.959992211, -37.810003883 144.959992327, -37.810004614 144.95999240900002, -37.810005345 144.959992469, -37.810006076 144.959992494, -37.810006805 144.95999248500001, -37.810007535000004 144.95999244200001, -37.810008263 144.95999237700002, -37.810009001000005 144.959992277, -37.810009719 144.959992144, -37.810010446 144.959991987, -37.810011155000005 144.95999179700001, -37.810011872000004 144.959991573, -37.810012607000004 144.959991315, -37.810013332000004 144.959991022, -37.810014047 144.959990696, -37.810014762 144.959990346, -37.810015458 144.959989952, -37.810016144 144.95998953600002, -37.810016822 144.959989097, -37.810017489 144.959988613, -37.810018138000004 144.95998810700002, -37.810018769 144.959987578, -37.81001939 144.959987016, -37.810019993000004 144.959986431, -37.810020586 144.959985813, -37.810021152000004 144.959985184, -37.810021708 144.959984521, -37.810022246 144.95998382500002, -37.810022756 144.959983118, -37.810023257000005 144.959982389, -37.810023731 144.959981637, -37.810024186 144.95998086400002, -37.810024614 144.95998006800002, -37.810025023 144.95997925, -37.810025414 144.959978422, -37.810025778 144.959977583, -37.810026115 144.959976721, -37.810026433000004 144.95997584900002, -37.810061578 144.959851968, -37.810061828 144.959851337, -37.810062069000004 144.959850694, -37.810062292000005 144.95985002900002, -37.810062497000004 144.959849365, -37.810062683000005 144.959848701, -37.810062852 144.95984801400002, -37.810063002 144.959847329, -37.810063125 144.95984663200002, -37.810063239 144.95984593600002, -37.810063326000005 144.95984523, -37.810063404000005 144.95984452300002, -37.810063455000005 144.959843806, -37.810063488000004 144.95984310100002, -37.810063502000006 144.959842385, -37.810063490000005 144.95984167, -37.810081026 144.959747488, -37.810081252 144.959746483, -37.810081442000005 144.95974546600002, -37.810081604000004 144.959744451, -37.810081749000005 144.959743425, -37.810081857 144.959742388, -37.810081929 144.959741341, -37.810081983 144.95974030600001, -37.810082001000005 144.95973926000002))"
geoscape_melbourne_buildings_jun22.3417745,3417745,bld7cafd55685b8,2020-06-30,2022-03-26,2019-02-01,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,236,No,2021-04-04,Yes,2021-04-04,Special Use,128.36,128.36,18.41,5m,Flat Concrete,Moderate pitch or complexity,#444E4E,20631901960,13,694.21,83756.05,,144.96011,-37.81204,42,Hipped,No,"POLYGON ((-37.812135297000005 144.960030735, -37.812075633 144.960003843, -37.812082275 144.959980419, -37.812033691 144.959958527, -37.812019669 144.960007939, -37.811986753 144.959993101, -37.811899405000005 144.959953738, -37.811849033 144.960131338, -37.812181404 144.960281116, -37.812231777 144.960103527, -37.812159633 144.960071015, -37.812150414 144.960066861, -37.812127925000006 144.960056723, -37.812135297000005 144.960030735))"
geoscape_melbourne_buildings_jun22.3417761,3417761,bld262ff6f26595,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,0,No,2021-04-04,Yes,2021-04-04,Special Use,24.06,24.06,23.27,5m,Metal,Flat,#B3B2A3,20664550000,28,1229.96,25414.81,,144.9655,-37.8096,7,Flat,No,"POLYGON ((-37.809793562 144.96556088900002, -37.809776684 144.965553117, -37.80979371 144.965494345, -37.809644042 144.965425485, -37.809565073 144.96521221100002, -37.809557488 144.965208716, -37.809486051 144.965175851, -37.809442075 144.96532771, -37.80941197 144.965431673, -37.809431273 144.96544054900002, -37.809429071000004 144.96544814, -37.809433349 144.965450112, -37.809428544 144.965466703, -37.809407130000004 144.965540634, -37.809482409000005 144.965575268, -37.809468045 144.96562488, -37.809472605 144.96562697000002, -37.809508778 144.965643617, -37.809561619 144.96566792800002, -37.809755762 144.965757252, -37.809804978 144.965779891, -37.809816552 144.965785219, -37.809853614000005 144.965657233, -37.80974685 144.965608118, -37.809742521000004 144.965623071, -37.809637447 144.96557472700002, -37.809647499 144.965540034, -37.809781715 144.96560178800001, -37.809793562 144.96556088900002))"
geoscape_melbourne_buildings_jun22.3417788,3417788,bldfc2fe7832457,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,580,No,2021-04-04,Yes,2021-04-04,Special Use,33.51,33.51,13.4,5m,Flat Concrete,Flat,#C6C4AF,20631898590,42,4415.39,101066.94,,144.96311,-37.81267,11,Flat,Yes,"POLYGON ((-37.813110195 144.963124775, -37.812797687 144.962979026, -37.812812469 144.96292867300002, -37.813107315 144.963066172, -37.813163466 144.96287487200001, -37.812755573000004 144.96268465, -37.812721193 144.96280180000002, -37.81269248 144.962899631, -37.812656950000004 144.963020675, -37.812389967 144.962896167, -37.812352509 144.96287869300002, -37.812342595000004 144.962912475, -37.812271550000006 144.962879339, -37.812281464 144.962845568, -37.812380088000005 144.96250955600001, -37.812514974 144.962572447, -37.812521203 144.962551238, -37.812362614 144.962477288, -37.812255523000005 144.962842158, -37.812206445 144.963009373, -37.812219619000004 144.96301552, -37.812305809 144.963055714, -37.812379988 144.96309030900002, -37.812360185 144.96315775800002, -37.81230224 144.963130737, -37.812220610000004 144.96340883800002, -37.812346873 144.96346771900002, -37.812375128 144.96337146800002, -37.812458501 144.96341035400002, -37.812468518 144.963376229, -37.812764545 144.963514287, -37.812811133000004 144.963536009, -37.812875888 144.963315383, -37.812995183000005 144.963371013, -37.81302525 144.963268601, -37.813033645000004 144.96327251600002, -37.813045783 144.96327818100002, -37.813062835000004 144.963286129, -37.813110195 144.963124775), (-37.812724722000006 144.96322667500002, -37.812697038 144.96332099100002, -37.81259981 144.96327564700002, -37.812627503 144.96318133100002, -37.812724722000006 144.96322667500002))"
geoscape_melbourne_buildings_jun22.3417800,3417800,bldd23fcd07d62d,2020-06-30,2022-03-26,2017-01-06,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,146,No,2021-04-04,Yes,2021-04-04,Special Use,55.9,55.9,18.95,5m,Flat Concrete,Flat,#C5BCB3,20393450000,22,660.29,27922.12,,144.96866,-37.81116,18,Flat,No,"POLYGON ((-37.811438071000005 144.96876788900002, -37.811226066 144.968669003, -37.811238476 144.96862673700002, -37.811248384 144.96859297900002, -37.811235001 144.968586735, -37.811191178 144.968585733, -37.811191475 144.96856797, -37.811148731 144.968566825, -37.811149347000004 144.968548236, -37.811105898 144.968545939, -37.811106469 144.96852887400001, -37.811064354 144.968526655, -37.811064714000004 144.968508345, -37.811021648 144.96850787900001, -37.811022586 144.968490156, -37.810979032000006 144.968486488, -37.810948202000006 144.968593528, -37.810941153 144.968609601, -37.810923107 144.96859210300002, -37.810914399000005 144.968621773, -37.811200727 144.96875532200002, -37.811412732 144.968854208, -37.811438071000005 144.96876788900002))"
geoscape_melbourne_buildings_jun22.3417813,3417813,bld1b7f83f02ec0,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,5,No,2021-04-04,Yes,2021-04-04,Community Use,28.63,27.49,25.12,5m,Flat Concrete,Moderate pitch or complexity,#E6E1C7,20401330000,10,439.33,12578.64,,144.96431,-37.80851,8,Hipped,No,"POLYGON ((-37.808556127 144.964418273, -37.808554657 144.96442341300002, -37.808611756000005 144.96444946900002, -37.808659782 144.96428228000002, -37.808647801 144.964276817, -37.808631932000004 144.964269574, -37.808439382 144.964181722, -37.808418965 144.964252808, -37.808377935 144.964234092, -37.808351814000005 144.964325053, -37.808556127 144.964418273))"
geoscape_melbourne_buildings_jun22.3417836,3417836,bld7c912471c4fd,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,3,No,2021-04-04,Yes,2021-04-04,Special Use,81.6,81.6,16.63,5m,Flat Concrete,Moderate pitch or complexity,#242A21,20399891000,13,576.06,45143.41,,144.96005,-37.81029,27,Hipped,No,"POLYGON ((-37.810406884 144.96018452500002, -37.810443133 144.960200861, -37.810483704 144.960057826, -37.810439898000006 144.960038086, -37.810377246 144.96000984600002, -37.810253604 144.959954126, -37.810185066 144.959923242, -37.810135983 144.959901126, -37.810095412 144.96004416, -37.81025959 144.960118153, -37.810346339000006 144.960157237, -37.810334525 144.960198875, -37.810395079 144.960226162, -37.810406884 144.96018452500002))"
geoscape_melbourne_buildings_jun22.3417838,3417838,bld2e1842144d6f,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,24,No,2021-04-04,Yes,2021-04-04,Special Use,31.09,31.09,14.94,5m,Flat Concrete,Flat,#C8CABF,20393460000,25,3645.17,87049.34,,144.96692,-37.8126,10,Flat,No,"POLYGON ((-37.812425680000004 144.96711254800002, -37.812472413 144.967134348, -37.812466975 144.96715288800002, -37.812869009 144.967340409, -37.812876341 144.96734383100002, -37.812908965000005 144.96723271800002, -37.813020402 144.9668531, -37.812765052 144.966734007, -37.812758507000005 144.966756314, -37.812588437 144.96667699, -37.812546673 144.966657507, -37.812476029 144.966624561, -37.812219034 144.96650469600002, -37.812149966 144.96673995400002, -37.812303474000004 144.966811554, -37.812335335 144.96682641200002, -37.812299963 144.966946927, -37.812273655000006 144.967036545, -37.812271961 144.967042305, -37.812389656 144.96709720200002, -37.812404858 144.96704543, -37.812415752 144.967008327, -37.812440327000004 144.96701978500002, -37.812441782 144.967014815, -37.812452857000004 144.967019986, -37.812425680000004 144.96711254800002))"
geoscape_melbourne_buildings_jun22.3417844,3417844,blded09f79fe530,2020-06-30,2022-03-26,2019-02-01,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,0,No,2021-04-04,Yes,2021-04-04,Special Use,29.25,29.25,22.31,5m,Metal,Moderate pitch or complexity,#D9DCD2,20664550000,30,4078.55,87341.43,,144.96609,-37.80955,8,Gabled,No,"POLYGON ((-37.809848218 144.965799787, -37.809816552 144.965785219, -37.809804978 144.965779891, -37.809755762 144.965757252, -37.809561619 144.96566792800002, -37.809508778 144.965643617, -37.809472605 144.96562697000002, -37.809468045 144.96562488, -37.809434552 144.965609465, -37.809296389000004 144.966086552, -37.809155097 144.96602155000002, -37.809134345000004 144.96609318, -37.809109819 144.966081892, -37.809072084 144.966212189, -37.809272558 144.966304419, -37.809279353 144.96628095900002, -37.809305623 144.96629303900002, -37.80929967 144.966313603, -37.809626647 144.96646404, -37.809635092 144.966434889, -37.809664052 144.966448213, -37.809655334000006 144.966478303, -37.809854845000004 144.966570106, -37.809901128 144.966410302, -37.809865392 144.966393869, -37.809873531 144.966365794, -37.809877026 144.966353703, -37.809786931000005 144.966312251, -37.809749887 144.966295207, -37.809888051 144.965818117, -37.809848218 144.965799787))"
geoscape_melbourne_buildings_jun22.3417845,3417845,bld62eb974a9dbf,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,7,No,2021-04-04,Yes,2021-04-04,Special Use,9.4,9.4,19.38,5m,Metal,Moderate pitch or complexity,#1B2D00,20395891000,15,294.73,1882.22,,144.9596,-37.80704,2,Hipped,Yes,"POLYGON ((-37.807166082 144.95948278, -37.807140148 144.95947089700002, -37.807084663000005 144.959445483, -37.807064457 144.959515552, -37.807094833 144.959529459, -37.807086876 144.959557052, -37.8070565 144.959543145, -37.807021357 144.959665045, -37.806966098000004 144.959627618, -37.806911740000004 144.959590802, -37.806855386 144.95955263300002, -37.806844029000004 144.959592007, -37.807055776000006 144.959735416, -37.807085408 144.959708431, -37.807106584 144.95968913000002, -37.807166082 144.95948278))"
