FID,ogc_fid,bld_pid,dt_create,dt_mod,capt_date,bld_rv_dt,bld_src,qual_class,loc_pid,state,add_count,sp_adj,sp_rv_dt,solar_p,solp_rv_dt,plan_zone,roof_hgt,eave_hgt,grd_elev,grd_el_src,pr_rf_mat,roof_type,roof_clr,mb_code,num_vert,area,volume,bld_gm_qlt,cntrd_long,cntrd_lat,est_lev,roof_shape,tree_overh,wkb_geometry
geoscape_melbourne_buildings_jun22.3417847,3417847,bldd59ecb78a723,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,Yes,2021-04-04,Special Use,8.4,6.7,25.08,5m,Metal,Moderate pitch or complexity,#E9DCC3,20398201000,42,1979.3,16620.92,,144.95709,-37.8071,2,Gabled,No,"POLYGON ((-37.807126257 144.957865922, -37.807255972 144.957843027, -37.80724147 144.957712499, -37.807228751000004 144.957597982, -37.807222066 144.95753783, -37.807209273000005 144.957422691, -37.807183228 144.95718832400001, -37.807196659 144.957185955, -37.807190412000004 144.957129744, -37.807176981000005 144.95713212500002, -37.807170605 144.957074702, -37.807156583 144.956948511, -37.807137222 144.956774284, -37.807118256 144.956603671, -37.807105195000005 144.956486086, -37.807086485 144.95631777100002, -37.807004665 144.956332214, -37.806978216000005 144.956336885, -37.806973724 144.956337679, -37.80695677 144.956340667, -37.806958649 144.95635751700001, -37.806976025000004 144.956513908, -37.806981824000005 144.95656611, -37.806985764000004 144.956601519, -37.806995109 144.95668562, -37.807007433 144.956796524, -37.807007850000005 144.956800329, -37.807010711000004 144.956826033, -37.807024296 144.956948329, -37.807027126 144.95697376200002, -37.807040293 144.957092241, -37.807042013 144.957107766, -37.80704732 144.957155496, -37.807059953 144.95726919700002, -37.8070662 144.957325419, -37.80706964 144.957356412, -37.807091989 144.957557486, -37.807095770000004 144.957591548, -37.807117982 144.957791457, -37.807118302 144.957794322, -37.807120053000006 144.95781007300002, -37.80712363 144.957842244, -37.807126257 144.957865922))"
geoscape_melbourne_buildings_jun22.3417867,3417867,bld10581c93e288,2020-06-30,2022-03-26,2017-01-06,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,4,No,2021-04-04,Yes,2021-04-04,Special Use,18.89,18.89,17.14,5m,Flat Concrete,Flat,#EEEEE2,20664490000,7,256.72,4849.55,,144.96695,-37.8115,5,Flat,No,"POLYGON ((-37.811542166 144.967072831, -37.811598186000005 144.966881984, -37.811537044000005 144.966853457, -37.811526907 144.96688798300002, -37.811453774 144.96685386800002, -37.81141515 144.966985431, -37.811407881 144.9670102, -37.811542166 144.967072831))"
geoscape_melbourne_buildings_jun22.4556734,4556734,bld056309bf4af4,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,12,No,2021-04-04,No,2021-04-04,Special Use,53.04,53.04,26.68,5m,Flat Concrete,Flat,#D9D2C3,20664720000,4,50.3,2667.63,,144.9562,-37.81257,17,Flat,No,"POLYGON ((-37.812598854 144.956251068, -37.812618163 144.956184459, -37.812550012 144.956153067, -37.812530694 144.95621967600002, -37.812598854 144.956251068))"
geoscape_melbourne_buildings_jun22.4552328,4552328,bld4ff73ce7673d,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,2,No,2021-04-04,No,2021-04-04,Special Use,5.42,5.42,13.11,5m,Flat Concrete,Flat,#BCAC9B,20392870000,4,21.06,114.25,,144.96572,-37.81278,1,Flat,No,"POLYGON ((-37.812798089000005 144.965753592, -37.812809613 144.96571434700002, -37.812761308 144.965691819, -37.812749784000005 144.96573106300002, -37.812798089000005 144.965753592))"
geoscape_melbourne_buildings_jun22.4550647,4550647,bldeb42775ebbdb,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,No,2021-04-04,Special Use,17.47,17.47,16.49,5m,Metal,Moderate pitch or complexity,#232727,20664761000,7,152.72,1919.79,,144.9553,-37.81479,5,Hipped,Yes,"POLYGON ((-37.814856718 144.95520552800002, -37.814796167000004 144.95517741400002, -37.814783160000005 144.955221905, -37.814729767 144.955404654, -37.814790318 144.95543275600002, -37.814825202 144.955313382, -37.814843712000005 144.955250019, -37.814856718 144.95520552800002))"
geoscape_melbourne_buildings_jun22.4555856,4555856,bld74aad129c090,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,No,2021-04-04,Special Use,19.38,19.38,26.97,5m,Flat Concrete,Flat,#303532,20393500000,5,27.57,534.41,,144.95898,-37.8136,6,Flat,No,"POLYGON ((-37.813603067 144.959038929, -37.813630463 144.958943244, -37.813604375000004 144.958931376, -37.813592615000005 144.958972469, -37.813576989000005 144.959027072, -37.813603067 144.959038929))"
geoscape_melbourne_buildings_jun22.4555883,4555883,bld4c27adca0fc3,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,0,No,2021-04-04,No,2021-04-04,,8.52,8.52,15.63,5m,Metal,Flat,#CECCB7,20664761000,4,81.3,692.63,,144.95527,-37.81504,2,Flat,No,"POLYGON ((-37.815170568 144.955351245, -37.815178887 144.955322775, -37.81492161 144.955203329, -37.81491329 144.955231798, -37.815170568 144.955351245))"
geoscape_melbourne_buildings_jun22.4555884,4555884,bld9808659d0cbc,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,0,No,2021-04-04,No,2021-04-04,,8.94,8.94,13.55,5m,Flat Concrete,Flat,#1E2623,20631900930,4,11.18,99.98,,144.95517,-37.81641,3,Flat,No,"POLYGON ((-37.816413611 144.955210528, -37.816434688 144.955137255, -37.816420889 144.95513093300002, -37.816399812 144.955204218, -37.816413611 144.955210528))"
geoscape_melbourne_buildings_jun22.4551051,4551051,bldb673ce86579b,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,15,No,2021-04-04,No,2021-04-04,Special Use,49.41,49.41,26.82,5m,Flat Concrete,Flat,#434C47,20394520000,5,33.57,1658.39,,144.95971,-37.81441,16,Flat,No,"POLYGON ((-37.814412679 144.959765097, -37.814439352 144.95967191900002, -37.814406734 144.959657084, -37.814403913 144.959666942, -37.814380069 144.959750262, -37.814412679 144.959765097))"
geoscape_melbourne_buildings_jun22.4551085,4551085,bld894214375ad4,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,12,No,2021-04-04,No,2021-04-04,Special Use,31.97,31.97,21.19,5m,Flat Concrete,Flat,#2D2E2E,20394180000,4,10.09,322.51,,144.96811,-37.81477,10,Flat,No,"POLYGON ((-37.814782234 144.968140819, -37.814791687 144.968108435, -37.814763616 144.968095414, -37.814754163 144.968127798, -37.814782234 144.968140819))"
geoscape_melbourne_buildings_jun22.4555902,4555902,bld3bb5ac256845,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,No,2021-04-04,Special Use,11.57,9.87,14.08,5m,Flat Concrete,Moderate pitch or complexity,#595B62,20664902000,4,57.79,668.57,,144.95463,-37.81519,2,Hipped,No,"POLYGON ((-37.815195832 144.95470127800002, -37.815230795000005 144.954579731, -37.815187801 144.954560073, -37.815152838 144.95468163200002, -37.815195832 144.95470127800002))"
geoscape_melbourne_buildings_jun22.4555492,4555492,bld741f36e7ebd3,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,18,No,2021-04-04,No,2021-04-04,Special Use,145.27,145.27,25.79,5m,Flat Concrete,Steep pitch or high complexity,#242B24,20664820000,7,260.05,7039.44,,144.95856,-37.8152,48,Hipped,No,"POLYGON ((-37.815342742000006 144.95866053, -37.815385616 144.958680023, -37.815403136 144.958618801, -37.815042863 144.958454958, -37.815025342000006 144.95851618, -37.815008373000005 144.958575445, -37.815075537000006 144.958539005, -37.815342742000006 144.95866053))"
geoscape_melbourne_buildings_jun22.4551525,4551525,bldde8c74652117,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,9,No,2021-04-04,No,2021-04-04,Special Use,11.29,11.29,11.26,5m,Flat Concrete,Flat,#1E251D,20394630000,4,23.84,269.23,,144.96257,-37.81429,3,Flat,Yes,"POLYGON ((-37.814296673 144.962617395, -37.814318059 144.962544527, -37.814288614000006 144.962530796, -37.814267219 144.96260366500002, -37.814296673 144.962617395))"
geoscape_melbourne_buildings_jun22.4551535,4551535,bld3b9e8c096470,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,No,2021-04-04,Special Use,7.91,6.21,11.5,5m,Flat Concrete,Moderate pitch or complexity,#E5E4D9,20393211000,4,106.63,843.93,,144.96621,-37.81412,2,Hipped,Yes,"POLYGON ((-37.814116974 144.96633400300001, -37.814183137 144.966107486, -37.814140721 144.966087805, -37.814074558 144.96631432200002, -37.814116974 144.96633400300001))"
geoscape_melbourne_buildings_jun22.4551862,4551862,bld8ffc5ec0c174,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,21,No,2021-04-04,No,2021-04-04,Special Use,12.78,12.78,3.67,5m,Metal,Flat,#C8C9C2,20393721000,4,72.81,930.27,,144.96686,-37.81823,4,Flat,No,"POLYGON ((-37.818236638 144.966948803, -37.818278429 144.966803905, -37.81823302 144.96678309, -37.81819122 144.96692801, -37.818236638 144.966948803))"
geoscape_melbourne_buildings_jun22.4551999,4551999,bld9e97bca5efc8,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,125,No,2021-04-04,No,2021-04-04,Special Use,31.93,31.93,13.29,5m,Flat Concrete,Flat,#B0B4AE,20631898590,4,101.89,3253.41,,144.96325,-37.81266,10,Flat,No,"POLYGON ((-37.812697038 144.96332099100002, -37.812724722000006 144.96322667500002, -37.812627503 144.96318133100002, -37.81259981 144.96327564700002, -37.812697038 144.96332099100002))"
geoscape_melbourne_buildings_jun22.4552010,4552010,bld6698ca607a4e,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,18,No,2021-04-04,No,2021-04-04,Special Use,18.88,18.88,13.43,5m,Flat Concrete,Steep pitch or high complexity,#CBCDC3,20393420000,8,196.21,3591.79,,144.96199,-37.81377,5,Hipped,No,"POLYGON ((-37.813839241000004 144.962048505, -37.813862559 144.961969075, -37.813683428000004 144.96188554600002, -37.81366012 144.961964964, -37.813769513000004 144.962015981, -37.813803673 144.96203191, -37.813775352 144.962128415, -37.813810921000005 144.96214501, -37.813839241000004 144.962048505))"
geoscape_melbourne_buildings_jun22.4553020,4553020,bld46e7492df601,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,5,No,2021-04-04,No,2021-04-04,Special Use,20.63,20.63,15.46,5m,Flat Concrete,Flat,#343D44,20393420000,6,129.81,2551.64,,144.96156,-37.81372,6,Flat,No,"POLYGON ((-37.813801305000005 144.961548383, -37.813774513000006 144.96153589800002, -37.813668218000004 144.96148631900002, -37.81364245 144.961574108, -37.813748754 144.96162367600002, -37.813775537000005 144.96163617300002, -37.813801305000005 144.961548383))"
geoscape_melbourne_buildings_jun22.4555585,4555585,bldc16e9d835763,2020-06-30,2022-03-26,2019-02-01,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,7,No,2021-04-04,No,2021-04-04,Special Use,15.48,13.93,11.65,5m,Metal,Moderate pitch or complexity,#DDDBCB,20664881000,8,860.71,13061.06,,144.95571,-37.81731,4,Hipped,Yes,"POLYGON ((-37.817335616 144.95596803400002, -37.817469339000006 144.955508005, -37.817391384000004 144.955471998, -37.817307614 144.9554333, -37.817208077000004 144.95577570700002, -37.817167684000005 144.95591465200002, -37.817251461000005 144.955953338, -37.817310457000005 144.95598059900001, -37.817335616 144.95596803400002))"
geoscape_melbourne_buildings_jun22.4553319,4553319,bldf21651c8d153,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,10,No,2021-04-04,No,2021-04-04,Special Use,36.59,34.89,15.95,5m,Flat Concrete,Moderate pitch or complexity,#A3A39A,20664370000,5,303.82,11117.24,,144.96869,-37.81619,12,Hipped,No,"POLYGON ((-37.816307106000004 144.968808927, -37.816338394 144.968701798, -37.816338095 144.968701659, -37.816082847000004 144.96858319900002, -37.816051559 144.96869032700002, -37.816307106000004 144.968808927))"
geoscape_melbourne_buildings_jun22.4553509,4553509,bld5bbad4952c7e,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,1,No,2021-04-04,No,2021-04-04,Special Use,12.34,12.34,19.85,5m,Flat Concrete,Flat,#DCDED8,20664440000,7,180.17,2179.1,,144.96859,-37.81315,4,Flat,No,"POLYGON ((-37.813188272000005 144.968694134, -37.81315362 144.968677852, -37.813216759 144.96846433800002, -37.813159957 144.96843765600002, -37.813083696 144.968695524, -37.813140498 144.968722218, -37.813175159000004 144.9687385, -37.813188272000005 144.968694134))"
geoscape_melbourne_buildings_jun22.4553539,4553539,bld19d2c32beb83,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,4,No,2021-04-04,No,2021-04-04,Special Use,24.03,24.03,15.69,5m,Metal,Flat,#2F2D2D,20393190000,4,34.44,827.79,,144.96134,-37.81327,7,Flat,No,"POLYGON ((-37.813307748 144.961379153, -37.81331876 144.961341615, -37.813236176000004 144.961303106, -37.813225165000006 144.961340645, -37.813307748 144.961379153))"
geoscape_melbourne_buildings_jun22.4553959,4553959,bld840aa025bb1c,2020-06-30,2022-03-26,2017-01-06,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,15,No,2021-04-04,No,2021-04-04,Special Use,33.07,33.07,5.16,5m,Flat Concrete,Flat,#98A19A,20664270000,5,190.5,6299.73,,144.96369,-37.81727,11,Flat,No,"POLYGON ((-37.817361609 144.963783425, -37.817386432 144.963698713, -37.817374939000004 144.96369336, -37.817183956 144.963604435, -37.817159125 144.963689135, -37.817361609 144.963783425))"
geoscape_melbourne_buildings_jun22.4554003,4554003,bld5630b7baaa01,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,4,No,2021-04-04,No,2021-04-04,Special Use,8.19,6.69,11.4,5m,Flat Concrete,Steep pitch or high complexity,#D3D7CE,20393211000,6,200.53,1658.11,,144.96623,-37.81419,2,Hipped,Yes,"POLYGON ((-37.814262899 144.966144498, -37.814223936000005 144.96612641500002, -37.814183137 144.966107486, -37.814116974 144.96633400300001, -37.814157773000005 144.96635294400002, -37.814196746 144.966371027, -37.814262899 144.966144498))"
geoscape_melbourne_buildings_jun22.4554132,4554132,bldd50487512f63,2020-06-30,2022-03-26,2019-02-01,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,42,No,2021-04-04,No,2021-04-04,Special Use,21.85,20.15,13.22,5m,Flat Concrete,Moderate pitch or complexity,#DCDCCB,20664870000,7,86.9,1898.57,,144.95712,-37.81748,6,Hipped,No,"POLYGON ((-37.817515547 144.957176008, -37.817548477 144.957155822, -37.817559357 144.957117557, -37.81754645 144.957111722, -37.817489300000005 144.95708588600002, -37.817440334000004 144.957063755, -37.817420612 144.95713309500002, -37.817515547 144.957176008))"
geoscape_melbourne_buildings_jun22.4554554,4554554,blde99e2b3d046e,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,23,No,2021-04-04,No,2021-04-04,Special Use,10.81,10.24,9.47,5m,Flat Concrete,Moderate pitch or complexity,#232823,20664310000,4,209.6,2264.88,,144.96251,-37.81567,2,Hipped,No,"POLYGON ((-37.815696558 144.96263504700002, -37.815750511000005 144.962448571, -37.815649006 144.962401902, -37.815595054 144.96258838900002, -37.815696558 144.96263504700002))"
geoscape_melbourne_buildings_jun22.4554590,4554590,bldc415c10eb50a,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,275,No,2021-04-04,No,2021-04-04,Special Use,38.32,38.32,19.07,5m,Flat Concrete,Flat,#333334,20392940000,10,37.27,1428.26,,144.95999,-37.81655,12,Flat,No,"POLYGON ((-37.816490594 144.959974933, -37.81652908 144.959992424, -37.81659289 144.96002143, -37.816606969000006 144.95997218300002, -37.816587513 144.959963347, -37.816577385 144.959998762, -37.816506771 144.959966672, -37.816520111 144.95992000200002, -37.816496286 144.959909173, -37.816478986 144.959969663, -37.816490594 144.959974933))"
geoscape_melbourne_buildings_jun22.4554786,4554786,blda12de1e48d72,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,2,No,2021-04-04,No,2021-04-04,Special Use,12.05,12.05,16.79,5m,Flat Concrete,Flat,#CECCB9,20631898610,4,16.1,193.94,,144.95493,-37.81417,3,Flat,Yes,"POLYGON ((-37.814179675000005 144.95496476, -37.814195728 144.95491101800002, -37.814168887 144.95489828700002, -37.814152833 144.954952017, -37.814179675000005 144.95496476))"
geoscape_melbourne_buildings_jun22.4555684,4555684,bld003664bb7454,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,27,Yes,2021-04-04,No,2021-04-04,Special Use,30.16,30.16,5.54,5m,Flat Concrete,Flat,#3F545C,20664270000,4,27.94,842.46,,144.96374,-37.81708,10,Flat,No,"POLYGON ((-37.817095275 144.96378704, -37.817115619 144.96371535600002, -37.817080260000004 144.963699413, -37.817059926 144.963771108, -37.817095275 144.96378704))"
geoscape_melbourne_buildings_jun22.4554927,4554927,bldbc0a388fdb98,2020-06-30,2022-03-26,2017-01-06,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,42,No,2021-04-04,No,2021-04-04,Special Use,30.87,30.87,16.98,5m,Metal,Flat,#D0D2C5,20664762000,6,828.45,21816.33,,144.95567,-37.81502,10,Flat,No,"POLYGON ((-37.815026148 144.95556988, -37.814846729 144.955486578, -37.814793267 144.955669521, -37.815201264 144.95585895600001, -37.815254727 144.955676012, -37.815053195000004 144.955582448, -37.815026148 144.95556988))"
geoscape_melbourne_buildings_jun22.4555717,4555717,bld05af4a6fe45e,2022-03-11,,2021-04-04,2021-04-04,7.5cm aerial,Urban,loc9901d119afda,VIC,67,No,2021-04-04,No,2021-04-04,Special Use,48.54,46.84,22.17,5m,Flat Concrete,Moderate pitch or complexity,#DCDCDC,20394520000,4,113.98,5532.9,,144.96032,-37.81464,16,Hipped,Yes,"POLYGON ((-37.814741826 144.960399837, -37.814756595000006 144.960348256, -37.814556553 144.960257274, -37.814541784 144.96030885500002, -37.814741826 144.960399837))"
